Time(S);YoungBefore(KB);YoungAfter(KB);YoungAllocated(KB);OldBefore(KB);OldAfter(KB);OldAllocated(KB);OldYoungBefore(KB);OldYoungAfter(KB);OldYoungAllocated(KB);PermBefore(KB);PermAfter(KB);PermAllocated(KB);TotalBefore(KB);TotalAfter(KB);TotalAllocated(KB)
723883,323;301056;87926;325632;1397427;1397427;1397760;1698483;1485353;1723392;187055;186887;786432;1885538;1672240;2509824
723905,792;301056;85198;325632;1397427;1397427;1397760;1698483;1482625;1723392;186887;186771;786432;1885370;1669396;2509824
723932,289;301056;85396;325632;1397427;1397427;1397760;1698483;1482823;1723392;186771;186771;786432;1885254;1669594;2509824
723955,290;301056;90593;325632;1397427;1397427;1397760;1698483;1488020;1723392;186939;186887;786432;1885422;1674907;2509824
723993,259;301056;89155;325632;1397427;1397427;1397760;1698483;1486582;1723392;186887;186771;786432;1885370;1673353;2509824
724013,092;301056;89050;325632;1397427;1397427;1397760;1698483;1486477;1723392;186771;186771;786432;1885254;1673248;2509824
724038,002;300995;90282;325632;1397428;1397427;1397760;1698423;1487709;1723392;186771;186771;786432;1885194;1674480;2509824
724073,238;301056;87714;325632;1397427;1397671;1397760;1698483;1485385;1723392;186939;186887;786432;1885422;1672272;2509824
724123,744;301056;91375;325632;1397670;1397670;1397760;1698726;1489045;1723392;186887;186771;786432;1885613;1675816;2509824
724143,427;301056;92509;325632;1397670;1397670;1397760;1698726;1490179;1723392;186771;186771;786432;1885497;1676950;2509824
724167,406;301056;86823;325632;1397670;1397670;1397760;1698726;1484493;1723392;186771;186771;786432;1885497;1671264;2509824
724187,506;301056;92141;325632;1397670;1397670;1397760;1698726;1489811;1723392;186939;186887;786432;1885665;1676698;2509824
724225,226;301056;91687;325632;1397669;1397670;1397760;1698725;1489357;1723392;186887;186771;786432;1885612;1676128;2509824
724283,474;301056;89132;325632;1397669;1397670;1397760;1698725;1486802;1723392;187106;187055;786432;1885831;1673857;2509824
724336,662;301056;91118;325632;1397669;1397669;1397760;1698725;1488787;1723392;187222;186887;786432;1885947;1675674;2509824
724357,668;301056;92899;325632;1397669;1397670;1397760;1698725;1490569;1723392;186887;186771;786432;1885612;1677340;2509824
724397,137;301056;88750;325632;1397669;1397669;1397760;1698725;1486419;1723392;186771;186771;786432;1885496;1673190;2509824
724479,824;301056;92851;325632;1397669;1397669;1397760;1698725;1490520;1723392;186939;186887;786432;1885664;1677407;2509824
724515,590;301056;90526;325632;1397669;1397669;1397760;1698725;1488195;1723392;186887;186771;786432;1885612;1674966;2509824
724539,239;301056;92187;325632;1397669;1397669;1397760;1698725;1489856;1723392;186771;186771;786432;1885496;1676627;2509824
724696,408;301056;90400;325632;1397669;1397670;1397760;1698725;1488070;1723392;186939;186887;786432;1885664;1674957;2509824
724711,476;300617;90665;325632;1397669;1397400;1397760;1698286;1488065;1723392;187055;186887;786432;1885341;1674952;2509824
724740,632;301056;93013;325632;1397400;1397400;1397760;1698456;1490413;1723392;186887;186771;786432;1885343;1677184;2509824
724751,882;301056;91702;325632;1397400;1397400;1397760;1698456;1489102;1723392;186771;186771;786432;1885227;1675873;2509824
724764,065;301056;95314;325632;1397400;1397400;1397760;1698456;1492714;1723392;186771;186771;786432;1885227;1679485;2509824
724777,481;301056;91705;325632;1397400;1397400;1397760;1698456;1489105;1723392;186771;186768;786432;1885227;1675873;2509824
724791,093;301056;92864;325632;1397400;1397401;1397760;1698456;1490265;1723392;186768;186768;786432;1885224;1677033;2509824
724804,946;301056;91048;325632;1397400;1397401;1397760;1698456;1488449;1723392;186768;186768;786432;1885224;1675217;2509824
724821,169;301056;91655;325632;1397400;1397401;1397760;1698456;1489056;1723392;186936;186884;786432;1885392;1675940;2509824
724837,963;301056;89946;325632;1397400;1397401;1397760;1698456;1487347;1723392;187052;186884;786432;1885508;1674231;2509824
724900,757;301056;88828;325632;1397400;1397400;1397760;1698456;1486228;1723392;186884;186717;786432;1885340;1672945;2509824
724929,183;301056;93593;325632;1397400;1397400;1397760;1698456;1490993;1723392;187052;187000;786432;1885508;1677993;2509824
725026,834;301056;90888;325632;1397400;1397401;1397760;1698456;1488289;1723392;187000;186768;786432;1885456;1675057;2509824
725214,764;301056;89094;325632;1397400;1397400;1397760;1698456;1486494;1723392;186768;186768;786432;1885224;1673262;2509824
725240,141;301056;88082;325632;1397400;1397400;1397760;1698456;1485482;1723392;186768;186768;786432;1885224;1672250;2509824
725254,224;301056;88945;325632;1397400;1397400;1397760;1698456;1486345;1723392;186768;186768;786432;1885224;1673113;2509824
725265,987;301042;95689;325632;1397400;1397400;1397760;1698442;1493089;1723392;187438;187232;786432;1885880;1680321;2509824
725276,546;301056;93140;325632;1397400;1397400;1397760;1698456;1490540;1723392;187567;187000;786432;1886023;1677540;2509824
725293,223;301056;93524;325632;1397399;1397399;1397760;1698455;1490923;1723392;187000;186768;786432;1885455;1677691;2509824
725312,716;301056;94882;325632;1397399;1397400;1397760;1698455;1492282;1723392;187341;187186;786432;1885796;1679468;2509824
725346,775;301056;93919;325632;1397399;1397399;1397760;1698455;1491318;1723392;187186;186839;786432;1885641;1678157;2509824
725364,956;301056;92016;325632;1397399;1397399;1397760;1698455;1489415;1723392;186839;186839;786432;1885294;1676254;2509824
725387,556;301056;93944;325632;1397399;1397399;1397760;1698455;1491343;1723392;186839;186839;786432;1885294;1678182;2509824
725400,715;300576;91973;325632;1397399;1397400;1397760;1697975;1489373;1723392;186839;186839;786432;1884814;1676212;2509824
725507,596;301056;96264;325632;1397399;1397400;1397760;1698455;1493664;1723392;186839;186839;786432;1885294;1680503;2509824
725735,504;301056;92033;325632;1397399;1397388;1397760;1698455;1489421;1723392;186839;186823;786432;1885294;1676244;2509824
725761,182;301056;94638;325632;1397388;1397388;1397760;1698444;1492026;1723392;186993;186934;786432;1885437;1678960;2509824
725818,251;301056;95237;325632;1397388;1397388;1397760;1698444;1492625;1723392;187102;186935;786432;1885546;1679560;2509824
725867,303;301056;96821;325632;1397388;1397387;1397760;1698444;1494208;1723392;186990;186874;786432;1885434;1681082;2509824
725910,176;301056;95488;325632;1397386;1397387;1397760;1698442;1492875;1723392;186874;186874;786432;1885316;1679749;2509824
725933,012;301056;93224;325632;1397386;1397386;1397760;1698442;1490610;1723392;186874;186874;786432;1885316;1677484;2509824
725974,114;301056;96355;325632;1397386;1397386;1397760;1698442;1493741;1723392;187041;186989;786432;1885483;1680730;2509824
725987,295;301056;94270;325632;1397386;1397387;1397760;1698442;1491657;1723392;186989;186874;786432;1885431;1678531;2509824
726010,254;301056;96175;325632;1397386;1397386;1397760;1698442;1493561;1723392;187041;186989;786432;1885483;1680550;2509824
726030,026;301056;96081;325632;1397386;1397386;1397760;1698442;1493467;1723392;186989;186874;786432;1885431;1680341;2509824
726089,827;301056;93844;325632;1397386;1397386;1397760;1698442;1491230;1723392;186874;186874;786432;1885316;1678104;2509824
726134,737;301056;92470;325632;1397386;1397386;1397760;1698442;1489856;1723392;186874;186874;786432;1885316;1676730;2509824
726179,260;300662;92977;325632;1397386;1397386;1397760;1698048;1490363;1723392;186877;186877;786432;1884925;1677240;2509824
726231,133;301056;96136;325632;1397386;1397386;1397760;1698442;1493522;1723392;187044;186992;786432;1885486;1680514;2509824
726264,269;301056;92571;325632;1397386;1397386;1397760;1698442;1489957;1723392;186992;186877;786432;1885434;1676834;2509824
726380,805;301056;91842;325632;1397386;1397387;1397760;1698442;1489229;1723392;187044;186992;786432;1885486;1676221;2509824
726537,099;301056;91007;325632;1397386;1397386;1397760;1698442;1488393;1723392;186992;186874;786432;1885434;1675267;2509824
726599,439;301056;90909;325632;1397386;1397386;1397760;1698442;1488295;1723392;187050;186998;786432;1885492;1675293;2509824
726641,219;301056;89979;325632;1397386;1397386;1397760;1698442;1487365;1723392;186998;186882;786432;1885440;1674247;2509824
726693,563;301056;86870;325632;1397386;1397386;1397760;1698442;1484256;1723392;187050;186998;786432;1885492;1671254;2509824
726998,439;301056;88558;325632;1397386;1397386;1397760;1698442;1485944;1723392;186998;186882;786432;1885440;1672826;2509824
727026,985;301056;89482;325632;1397386;1397386;1397760;1698442;1486868;1723392;186887;186887;786432;1885329;1673755;2509824
727056,401;301056;87961;325632;1397386;1397386;1397760;1698442;1485347;1723392;186887;186887;786432;1885329;1672234;2509824
727126,478;301056;86496;325632;1397386;1397386;1397760;1698442;1483882;1723392;186887;186887;786432;1885329;1670769;2509824
727239,314;301056;89266;325632;1397386;1397386;1397760;1698442;1486652;1723392;187055;187003;786432;1885497;1673655;2509824
727357,171;301056;87719;325632;1397386;1397386;1397760;1698442;1485105;1723392;187171;186920;786432;1885613;1672025;2509824
727538,808;301056;84591;325632;1397386;1397386;1397760;1698442;1481977;1723392;186920;186804;786432;1885362;1668781;2509824
727562,647;300565;87243;325632;1397386;1397386;1397760;1697951;1484629;1723392;186804;186804;786432;1884755;1671433;2509824
727576,260;301056;90008;325632;1397386;1397386;1397760;1698442;1487394;1723392;186804;186804;786432;1885246;1674198;2509824
727595,611;301056;91759;325632;1397386;1397386;1397760;1698442;1489145;1723392;186971;186920;786432;1885413;1676065;2509824
727641,637;301056;86144;325632;1397386;1397386;1397760;1698442;1483530;1723392;186920;186804;786432;1885362;1670334;2509824
727679,740;301056;86479;325632;1397386;1397386;1397760;1698442;1483865;1723392;186804;186804;786432;1885246;1670669;2509824
727753,797;301056;90487;325632;1397386;1397386;1397760;1698442;1487873;1723392;186971;186920;786432;1885413;1674793;2509824
727819,591;301056;88282;325632;1397386;1397386;1397760;1698442;1485668;1723392;186920;186786;786432;1885362;1672454;2509824
727860,729;301056;89835;325632;1397386;1397386;1397760;1698442;1487221;1723392;186786;186786;786432;1885228;1674007;2509824
727880,146;301056;87458;325632;1397386;1397386;1397760;1698442;1484844;1723392;186786;186786;786432;1885228;1671630;2509824
727890,882;301056;87945;325632;1397386;1397386;1397760;1698442;1485331;1723392;186786;186786;786432;1885228;1672117;2509824
727927,535;301056;87328;325632;1397386;1397386;1397760;1698442;1484714;1723392;186954;186902;786432;1885396;1671616;2509824
728075,829;301056;93638;325632;1397386;1397386;1397760;1698442;1491024;1723392;186902;186786;786432;1885344;1677810;2509824
728089,309;301056;87895;325632;1397386;1397386;1397760;1698442;1485281;1723392;186786;186786;786432;1885228;1672067;2509824
728102,330;301056;87873;325632;1397386;1397386;1397760;1698442;1485259;1723392;186786;186786;786432;1885228;1672045;2509824
728131,206;301056;92107;325632;1397386;1397386;1397760;1698442;1489493;1723392;186786;186786;786432;1885228;1676279;2509824
728199,714;301056;89055;325632;1397386;1397386;1397760;1698442;1486441;1723392;186786;186786;786432;1885228;1673227;2509824
728228,880;301056;91037;325632;1397386;1397386;1397760;1698442;1488423;1723392;186786;186786;786432;1885228;1675209;2509824
728249,166;301056;92150;325632;1397386;1397386;1397760;1698442;1489536;1723392;186786;186786;786432;1885228;1676322;2509824
728266,765;301056;89990;325632;1397386;1397386;1397760;1698442;1487376;1723392;186786;186786;786432;1885228;1674162;2509824
728278,873;301056;91307;325632;1397386;1397386;1397760;1698442;1488693;1723392;186786;186786;786432;1885228;1675479;2509824
728493,522;301056;91497;325632;1397386;1397386;1397760;1698442;1488883;1723392;186786;186786;786432;1885228;1675669;2509824
728590,285;301056;93971;325632;1397386;1397386;1397760;1698442;1491357;1723392;186786;186783;786432;1885228;1678140;2509824
728637,613;301056;95637;325632;1397386;1397386;1397760;1698442;1493023;1723392;186951;186865;786432;1885393;1679888;2509824
728661,836;301056;95037;325632;1397386;1397386;1397760;1698442;1492423;1723392;186868;186752;786432;1885310;1679175;2509824
728674,792;301056;94509;325632;1397385;1397386;1397760;1698441;1491895;1723392;186752;186752;786432;1885193;1678647;2509824
728708,104;301056;95743;325632;1397385;1397385;1397760;1698441;1493128;1723392;186920;186868;786432;1885361;1679996;2509824
728719,502;301056;93076;325632;1397385;1397386;1397760;1698441;1490462;1723392;186868;186752;786432;1885309;1677214;2509824
728769,252;301056;96507;325632;1397385;1397386;1397760;1698441;1493893;1723392;186767;186767;786432;1885208;1680660;2509824
728801,791;301056;96706;325632;1397385;1397385;1397760;1698441;1494091;1723392;186767;186767;786432;1885208;1680858;2509824
728809,411;301056;93985;325632;1397385;1397386;1397760;1698441;1491371;1723392;186767;186767;786432;1885208;1678138;2509824
728967,296;301056;91963;325632;1397385;1397386;1397760;1698441;1489349;1723392;186767;186767;786432;1885208;1676116;2509824
729027,331;301056;95026;325632;1397385;1397386;1397760;1698441;1492412;1723392;186767;186767;786432;1885208;1679179;2509824
729055,125;301056;94279;325632;1397385;1397386;1397760;1698441;1491665;1723392;186767;186767;786432;1885208;1678432;2509824
729073,018;301056;94322;325632;1397385;1397386;1397760;1698441;1491708;1723392;186767;186767;786432;1885208;1678475;2509824
729114,058;301056;92758;325632;1397385;1397386;1397760;1698441;1490144;1723392;186767;186767;786432;1885208;1676911;2509824
729165,005;301056;94110;325632;1397385;1397386;1397760;1698441;1491496;1723392;186767;186767;786432;1885208;1678263;2509824
729195,887;301056;92382;325632;1397385;1397386;1397760;1698441;1489768;1723392;186767;186767;786432;1885208;1676535;2509824
729260,658;301056;94639;325632;1397385;1397386;1397760;1698441;1492025;1723392;186767;186767;786432;1885208;1678792;2509824
729292,972;301056;93493;325632;1397385;1397386;1397760;1698441;1490879;1723392;186767;186767;786432;1885208;1677646;2509824
729327,214;301056;96641;325632;1397385;1397386;1397760;1698441;1494027;1723392;186790;186790;786432;1885231;1680817;2509824
729339,568;301056;95667;325632;1397385;1397386;1397760;1698441;1493053;1723392;186790;186790;786432;1885231;1679843;2509824
729374,109;301056;96892;325632;1397385;1397386;1397760;1698441;1494278;1723392;186796;186796;786432;1885237;1681074;2509824
729401,210;301056;94595;325632;1397385;1397386;1397760;1698441;1491981;1723392;186796;186796;786432;1885237;1678777;2509824
729415,691;301056;93767;325632;1397385;1397386;1397760;1698441;1491153;1723392;186796;186796;786432;1885237;1677949;2509824
729424,207;300956;95314;325632;1397386;1397385;1397760;1698342;1492699;1723392;186796;186796;786432;1885138;1679495;2509824
729441,391;301056;96233;325632;1397385;1397386;1397760;1698441;1493619;1723392;186796;186796;786432;1885237;1680415;2509824
729465,128;301056;99131;325632;1397385;1397386;1397760;1698441;1496517;1723392;186964;186912;786432;1885405;1683429;2509824
729531,446;301056;94828;325632;1397385;1397386;1397760;1698441;1492214;1723392;186912;186796;786432;1885353;1679010;2509824
729546,774;301056;99155;325632;1397385;1397385;1397760;1698441;1496540;1723392;186964;186912;786432;1885405;1683452;2509824
729554,944;301056;97222;325632;1397385;1397385;1397760;1698441;1494607;1723392;186912;186796;786432;1885353;1681403;2509824
729564,057;301024;98253;325632;1397386;1397385;1397760;1698410;1495638;1723392;186796;186796;786432;1885206;1682434;2509824
729576,172;301056;97976;325632;1397385;1397385;1397760;1698441;1495361;1723392;186796;186796;786432;1885237;1682157;2509824
729599,778;301056;99096;325632;1397385;1397386;1397760;1698441;1496482;1723392;186964;186912;786432;1885405;1683394;2509824
729639,502;301056;97070;325632;1397385;1397386;1397760;1698441;1494456;1723392;186912;186796;786432;1885353;1681252;2509824
729699,310;301056;97076;325632;1397385;1397386;1397760;1698441;1494462;1723392;186796;186796;786432;1885237;1681258;2509824
729818,040;301056;99639;325632;1397385;1397386;1397760;1698441;1497025;1723392;186964;186912;786432;1885405;1683937;2509824
729830,473;301056;96177;325632;1397385;1397386;1397760;1698441;1493563;1723392;186912;186796;786432;1885353;1680359;2509824
729922,167;300954;98401;325632;1397385;1397386;1397760;1698339;1495787;1723392;186796;186796;786432;1885135;1682583;2509824
729953,451;301056;98086;325632;1397385;1397385;1397760;1698441;1495471;1723392;186796;186790;786432;1885237;1682261;2509824
729976,762;301056;96548;325632;1397385;1397385;1397760;1698441;1493933;1723392;186790;186790;786432;1885231;1680723;2509824
730120,855;301056;100134;325632;1397385;1397386;1397760;1698441;1497520;1723392;186958;186906;786432;1885399;1684426;2509824
730254,439;301056;98221;325632;1397385;1397386;1397760;1698441;1495607;1723392;186906;186749;786432;1885347;1682356;2509824
730307,965;301056;96133;325632;1397385;1397386;1397760;1698441;1493519;1723392;186749;186730;786432;1885190;1680249;2509824
730412,241;301056;101013;325632;1397385;1397385;1397760;1698441;1498398;1723392;186903;186852;786432;1885344;1685250;2509824
730451,490;301056;99035;325632;1397385;1397386;1397760;1698441;1496421;1723392;186852;186736;786432;1885293;1683157;2509824
730498,720;301056;96681;325632;1397385;1397386;1397760;1698441;1494067;1723392;186736;186736;786432;1885177;1680803;2509824
730590,148;301056;97045;325632;1397385;1397386;1397760;1698441;1494431;1723392;186736;186736;786432;1885177;1681167;2509824
730732,835;301056;98740;325632;1397385;1397386;1397760;1698441;1496126;1723392;186736;186686;786432;1885177;1682812;2509824
731139,035;301056;95832;325632;1397385;1397386;1397760;1698441;1493218;1723392;186686;186686;786432;1885127;1679904;2509824
731181,726;301056;95785;325632;1397385;1397386;1397760;1698441;1493171;1723392;186686;186633;786432;1885127;1679804;2509824
731463,139;300814;95402;325632;1397385;1397386;1397760;1698199;1492788;1723392;186636;186633;786432;1884835;1679421;2509824
731540,397;301056;94693;325632;1397385;1397386;1397760;1698441;1492079;1723392;186633;186633;786432;1885074;1678712;2509824
731563,233;301056;99974;325632;1397385;1397386;1397760;1698441;1497360;1723392;186653;186653;786432;1885094;1684013;2509824
731583,725;301056;95554;325632;1397385;1397385;1397760;1698441;1492939;1723392;186653;186653;786432;1885094;1679592;2509824
731924,153;301056;97480;325632;1397385;1397386;1397760;1698441;1494866;1723392;186821;186769;786432;1885262;1681635;2509824
731951,040;301056;97351;325632;1397385;1397385;1397760;1698441;1494736;1723392;186772;186656;786432;1885213;1681392;2509824
731982,851;301056;92799;325632;1397385;1397386;1397760;1698441;1490185;1723392;186671;186671;786432;1885112;1676856;2509824
732005,698;301056;92407;325632;1397385;1397386;1397760;1698441;1489793;1723392;186671;186671;786432;1885112;1676464;2509824
732161,454;301056;96201;325632;1397385;1397385;1397760;1698441;1493586;1723392;186838;186787;786432;1885279;1680373;2509824
732237,311;301056;92917;325632;1397385;1397386;1397760;1698441;1490303;1723392;186787;186671;786432;1885228;1676974;2509824
732259,070;301056;92941;325632;1397385;1397386;1397760;1698441;1490327;1723392;186671;186671;786432;1885112;1676998;2509824
732288,590;301056;96265;325632;1397385;1397386;1397760;1698441;1493651;1723392;186674;186674;786432;1885115;1680325;2509824
732326,121;300837;97757;325632;1397386;1397386;1397760;1698223;1495143;1723392;186674;186674;786432;1884897;1681817;2509824
732344,865;301056;95530;325632;1397385;1397386;1397760;1698441;1492916;1723392;186674;186674;786432;1885115;1679590;2509824
732380,404;301056;96237;325632;1397385;1397386;1397760;1698441;1493623;1723392;186841;186790;786432;1885282;1680413;2509824
732424,973;301056;97960;325632;1397385;1397386;1397760;1698441;1495346;1723392;186957;186790;786432;1885398;1682136;2509824
732499,082;301056;96780;325632;1397385;1397386;1397760;1698441;1494166;1723392;186968;186800;786432;1885409;1680966;2509824
732521,622;301056;97438;325632;1397385;1397385;1397760;1698441;1494823;1723392;186800;186684;786432;1885241;1681507;2509824
732537,100;301056;98982;325632;1397385;1397386;1397760;1698441;1496368;1723392;186753;186702;786432;1885194;1683070;2509824
732569,323;301056;97567;325632;1397385;1397386;1397760;1698441;1494953;1723392;186834;186820;786432;1885275;1681773;2509824
732677,586;301056;99335;325632;1397385;1397386;1397760;1698441;1496721;1723392;186820;186704;786432;1885261;1683425;2509824
732723,229;301056;99382;325632;1397385;1397386;1397760;1698441;1496768;1723392;186704;186704;786432;1885145;1683472;2509824
732816,922;301056;95101;325632;1397385;1397386;1397760;1698441;1492487;1723392;186871;186820;786432;1885312;1679307;2509824
732846,501;301056;94973;325632;1397385;1397386;1397760;1698441;1492359;1723392;186820;186704;786432;1885261;1679063;2509824
732866,029;301056;95688;325632;1397385;1397386;1397760;1698441;1493074;1723392;186872;186820;786432;1885313;1679894;2509824
732945,920;301056;96607;325632;1397385;1397386;1397760;1698441;1493993;1723392;186820;186701;786432;1885261;1680694;2509824
733005,861;301056;95578;325632;1397385;1397385;1397760;1698441;1492963;1723392;186701;186701;786432;1885142;1679664;2509824
733038,429;301056;95431;325632;1397385;1397386;1397760;1698441;1492817;1723392;186701;186701;786432;1885142;1679518;2509824
733051,999;301056;95677;325632;1397385;1397385;1397760;1698441;1493062;1723392;186701;186670;786432;1885142;1679732;2509824
733083,345;301056;99261;325632;1397385;1397386;1397760;1698441;1496647;1723392;186838;186786;786432;1885279;1683433;2509824
733138,094;301056;101013;325632;1397385;1397386;1397760;1698441;1498399;1723392;186786;186670;786432;1885227;1685069;2509824
733158,981;301056;100256;325632;1397385;1397386;1397760;1698441;1497642;1723392;186670;186667;786432;1885111;1684309;2509824
733180,543;301056;100090;325632;1397385;1397386;1397760;1698441;1497476;1723392;186667;186667;786432;1885108;1684143;2509824
733219,018;301056;100957;325632;1397385;1397386;1397760;1698441;1498343;1723392;186667;186667;786432;1885108;1685010;2509824
733283,575;301056;100377;325632;1397385;1397384;1397760;1698441;1497761;1723392;186667;186664;786432;1885108;1684425;2509824
733366,714;301056;101902;325632;1397384;1397385;1397760;1698440;1499287;1723392;186831;186780;786432;1885271;1686067;2509824
733453,253;301056;100343;325632;1397384;1397385;1397760;1698440;1497728;1723392;186780;186664;786432;1885220;1684392;2509824
733551,329;301056;101290;325632;1397384;1397385;1397760;1698440;1498675;1723392;186831;186780;786432;1885271;1685455;2509824
733901,254;301056;101048;325632;1397384;1397376;1397760;1698440;1498424;1723392;186780;186664;786432;1885220;1685088;2509824
734105,354;301056;99523;325632;1397376;1397376;1397760;1698432;1496899;1723392;186682;186651;786432;1885114;1683550;2509824
734252,079;301056;104146;325632;1397376;1397377;1397760;1698432;1501523;1723392;186651;186651;786432;1885083;1688174;2509824
734273,463;301056;102773;325632;1397376;1397376;1397760;1698432;1500149;1723392;186666;186666;786432;1885098;1686815;2509824
734310,946;301056;100579;325632;1397376;1397376;1397760;1698432;1497955;1723392;186666;186666;786432;1885098;1684621;2509824
734544,805;301056;97806;325632;1397376;1397377;1397760;1698432;1495183;1723392;186666;186666;786432;1885098;1681849;2509824
734731,112;301056;99420;325632;1397376;1397376;1397760;1698432;1496796;1723392;186666;186660;786432;1885098;1683456;2509824
734944,889;301056;98154;325632;1397376;1397376;1397760;1698432;1495530;1723392;186663;186650;786432;1885095;1682180;2509824
735005,142;301056;101754;325632;1397376;1397377;1397760;1698432;1499131;1723392;186650;186650;786432;1885082;1685781;2509824
735074,886;301056;97497;325632;1397376;1397376;1397760;1698432;1494873;1723392;186650;186650;786432;1885082;1681523;2509824
735148,167;301056;100976;325632;1397376;1397376;1397760;1698432;1498352;1723392;186818;186766;786432;1885250;1685118;2509824
735190,603;301056;97910;325632;1397376;1397376;1397760;1698432;1495286;1723392;186766;186650;786432;1885198;1681936;2509824
735423,183;301056;101118;325632;1397376;1397376;1397760;1698432;1498494;1723392;186818;186766;786432;1885250;1685260;2509824
735662,524;301056;99637;325632;1397376;1397376;1397760;1698432;1497013;1723392;186766;186630;786432;1885198;1683643;2509824
735839,887;301056;98543;325632;1397376;1397376;1397760;1698432;1495919;1723392;186630;186630;786432;1885062;1682549;2509824
735974,328;301056;99712;325632;1397376;1397376;1397760;1698432;1497088;1723392;186630;186627;786432;1885062;1683715;2509824
736008,569;301056;98438;325632;1397376;1397377;1397760;1698432;1495815;1723392;186627;186627;786432;1885059;1682442;2509824
736046,067;301056;101119;325632;1397376;1397376;1397760;1698432;1498495;1723392;186627;186627;786432;1885059;1685122;2509824
736069,527;301056;100524;325632;1397376;1397376;1397760;1698432;1497900;1723392;186627;186624;786432;1885059;1684524;2509824
736161,709;301056;100736;325632;1397376;1397377;1397760;1698432;1498113;1723392;186624;186624;786432;1885056;1684737;2509824
736185,756;301056;99983;325632;1397376;1397376;1397760;1698432;1497359;1723392;186624;186624;786432;1885056;1683983;2509824
736328,891;301056;98839;325632;1397376;1397377;1397760;1698432;1496216;1723392;186624;186624;786432;1885056;1682840;2509824
736354,889;301056;100215;325632;1397376;1397370;1397760;1698432;1497585;1723392;186656;186648;786432;1885088;1684233;2509824
736421,937;301056;98456;325632;1397370;1397370;1397760;1698426;1495826;1723392;186648;186648;786432;1885074;1682474;2509824
736553,848;301056;98712;325632;1397370;1397370;1397760;1698426;1496082;1723392;186654;186654;786432;1885080;1682736;2509824
736893,534;301056;99941;325632;1397370;1397370;1397760;1698426;1497311;1723392;186654;186654;786432;1885080;1683965;2509824
737016,751;301056;99379;325632;1397370;1397370;1397760;1698426;1496749;1723392;186654;186654;786432;1885080;1683403;2509824
737080,903;301056;101450;325632;1397370;1397370;1397760;1698426;1498820;1723392;186657;186646;786432;1885083;1685466;2509824
737118,114;301056;105465;325632;1397370;1397370;1397760;1698426;1502835;1723392;186672;186672;786432;1885098;1689507;2509824
737144,154;301056;101483;325632;1397370;1397370;1397760;1698426;1498853;1723392;186672;186672;786432;1885098;1685525;2509824
737156,984;301056;103524;325632;1397370;1397370;1397760;1698426;1500894;1723392;186672;186669;786432;1885098;1687563;2509824
737181,386;301056;102547;325632;1397370;1397370;1397760;1698426;1499917;1723392;186699;186699;786432;1885125;1686616;2509824
737199,322;301056;104880;325632;1397370;1397370;1397760;1698426;1502250;1723392;186699;186699;786432;1885125;1688949;2509824
737211,740;301056;104418;325632;1397370;1397370;1397760;1698426;1501788;1723392;186699;186699;786432;1885125;1688487;2509824
737226,203;301056;102928;325632;1397370;1397370;1397760;1698426;1500298;1723392;186699;186699;786432;1885125;1686997;2509824
737259,745;301056;104658;325632;1397370;1397370;1397760;1698426;1502028;1723392;186699;186699;786432;1885125;1688727;2509824
737274,691;301056;106181;325632;1397370;1397370;1397760;1698426;1503551;1723392;186846;186794;786432;1885272;1690345;2509824
737401,902;301056;104378;325632;1397370;1397370;1397760;1698426;1501748;1723392;186818;186818;786432;1885244;1688566;2509824
737507,356;301056;102007;325632;1397370;1397370;1397760;1698426;1499377;1723392;186985;186818;786432;1885411;1686195;2509824
737524,482;301056;100751;325632;1397370;1397370;1397760;1698426;1498121;1723392;186818;186702;786432;1885244;1684823;2509824
737543,389;301056;100948;325632;1397370;1397370;1397760;1698426;1498318;1723392;186702;186702;786432;1885128;1685020;2509824
737560,069;301056;101131;325632;1397370;1397370;1397760;1698426;1498501;1723392;186702;186702;786432;1885128;1685203;2509824
737631,550;301056;101983;325632;1397370;1397370;1397760;1698426;1499353;1723392;186702;186702;786432;1885128;1686055;2509824
737644,419;301056;101497;325632;1397370;1397370;1397760;1698426;1498867;1723392;186702;186702;786432;1885128;1685569;2509824
737699,291;301056;101413;325632;1397370;1397370;1397760;1698426;1498783;1723392;186702;186702;786432;1885128;1685485;2509824
737728,696;301056;100880;325632;1397370;1397370;1397760;1698426;1498250;1723392;186702;186702;786432;1885128;1684952;2509824
737762,744;301056;100911;325632;1397370;1397370;1397760;1698426;1498281;1723392;186702;186696;786432;1885128;1684977;2509824
737803,513;301056;103463;325632;1397370;1397370;1397760;1698426;1500833;1723392;186705;186677;786432;1885131;1687510;2509824
737821,216;301056;101148;325632;1397370;1397370;1397760;1698426;1498518;1723392;186679;186679;786432;1885105;1685197;2509824
737834,786;301056;101961;325632;1397370;1397370;1397760;1698426;1499331;1723392;186680;186680;786432;1885106;1686011;2509824
737851,334;301056;102643;325632;1397370;1397370;1397760;1698426;1500013;1723392;186680;186680;786432;1885106;1686693;2509824
737884,641;300999;104748;325632;1397370;1397370;1397760;1698369;1502118;1723392;186680;186680;786432;1885049;1688798;2509824
737912,095;301056;101717;325632;1397370;1397370;1397760;1698426;1499087;1723392;186680;186677;786432;1885106;1685764;2509824
737946,395;301056;104478;325632;1397370;1397370;1397760;1698426;1501848;1723392;186677;186677;786432;1885103;1688525;2509824
